hour,stationName,line,direction,alightCount_mean,alightCount_sd,alightCount_count,boardCount_mean,boardCount_sd,boardCount_count,waitTime_mean,waitTime_sd,waitTime_count,trainCount_mean,trainCount_sd,trainCount_count
6,Admiralty NS10,nsl,BW,30.466666666666665,14.769015184629252,15,98.46666666666668,12.034869971798422,15,1.8699390656736632,1.1290345584723585,1477,219.26666666666668,83.86508439721732,15
6,Admiralty NS10,nsl,FW,22.866666666666667,10.568596789320617,15,126,14.142135623730965,15,1.847989417989417,1.1457744218770176,1890,174.53333333333333,59.775612163522084,15
6,Aljunied EW9,ewl,BW,14.312500000000002,8.47520894531024,16,26.4375,5.353737012592233,16,1.7635933806146578,1.0612513159454244,423,65.125,40.44893900545065,16
6,Aljunied EW9,ewl,FW,19.200000000000003,10.297017598730784,15,44.533333333333324,7.818171750723413,15,1.791467065868262,1.1208674638321128,668,140.73333333333335,61.91753348108237,15
6,Ang Mo Kio NS16,nsl,BW,24.599999999999998,11.636150566231084,15,41.46666666666666,9.334013580652725,15,2.008038585209003,1.1671012351954622,622,121.06666666666665,57.627457080143735,15
6,Ang Mo Kio NS16,nsl,FW,56.266666666666666,29.521098185793125,15,90.93333333333332,12.509805677756868,15,1.9428885630498522,1.131014458074636,1364,402.2666666666667,181.6493744500521,15
6,Bartley CC12,ccl,BW,31.400000000000002,15.896091163733121,15,3.8666666666666667,1.8464895909600494,15,2.0310344827586206,1.2391574523734,58,199.13333333333333,94.88855618691905,15
6,Bartley CC12,ccl,FW,8.466666666666667,4.897035060212698,15,7.733333333333333,2.6850556436550463,15,1.8948275862068962,1.1349656058827224,116,114.13333333333334,53.669446837185895,15
6,Bayfront CE1/DT16,dtl,BW,3.5333333333333337,2.503331114069145,15,8.133333333333333,3.5023801430836516,15,1.9434426229508195,1.2366969941575645,122,7.266666666666666,3.5348604067541456,15
6,Bayfront CE1/DT16,dtl,FW,25.866666666666664,13.168504995234798,15,2.6666666666666665,2.1269248984883142,15,1.8749999999999998,1.1731504810901503,40,31.866666666666667,15.375614583148337,15
6,Beauty World DT5,dtl,BW,8.066666666666666,5.675343497051416,15,2.7333333333333334,1.3870146083619757,15,1.6951219512195124,0.9156831382940811,41,36.4,25.974712977927478,15
6,Beauty World DT5,dtl,FW,6.466666666666667,3.6029088776920783,15,24.466666666666665,5.553205852306866,15,1.9572207084468671,1.1462440030563597,367,139.40000000000003,49.89818204532679,15
6,Bedok EW5,ewl,BW,23.625000000000004,15.400757557124695,16,20.999999999999996,6.2335497797918356,15,1.849206349206349,1.1060449156221335,315,95,50.624104930359024,16
6,Bedok EW5,ewl,FW,12.625,7.632168761236874,16,70.0625,14.158478025550638,16,1.8606601248884909,1.0860623138477572,1121,86,34.7025455358345,16
6,Bedok North DT29,dtl,BW,1.8666666666666667,1.6417180315870614,15,19.125,6.18465843842649,16,1.9709150326797376,1.212031411959507,306,222.80000000000004,87.02479121327605,15
6,Bedok North DT29,dtl,FW,2.928571428571429,2.0926349130034323,14,11.533333333333333,4.290632099064638,15,1.7971098265895948,1.1340105689217062,173,71.92857142857142,33.78771803643877,14
6,Bedok Reservoir DT30,dtl,BW,3.2666666666666666,2.1536237457121516,15,21,2.7774602993176574,15,1.8485714285714296,1.1625346473062401,315,205.06666666666666,86.66641025603096,15
6,Bedok Reservoir DT30,dtl,FW,9.666666666666666,5.614606800463369,15,7.133333333333333,2.6690465570704314,15,1.8383177570093452,1.1920843375740071,107,75.93333333333335,37.26443472317938,15
6,Bencoolen DT21,dtl,BW,3.5333333333333337,1.95910572407291,15,0.4666666666666666,0.6399404734221844,15,1.8857142857142857,1.1725024114098466,7,110.99999999999997,71.09550920115436,15
6,Bencoolen DT21,dtl,FW,0.6666666666666666,0.8164965809277259,15,2.933333333333333,1.7099150633319553,15,2.047727272727273,1.2516944118411049,44,47.4,23.35685888861893,15
6,Bendemeer DT23,dtl,BW,4.266666666666666,2.914659173083208,15,0.13333333333333336,0.3518657752744984,15,3.45,0.7778174593052026,2,130.06666666666666,71.78486377131787,15
6,Bendemeer DT23,dtl,FW,0.9999999999999999,0.9607689228305231,14,4,2.3904572186687876,15,2.0899999999999994,1.1944362545157834,60,57.714285714285715,23.779204138291707,14
6,Bishan NS17/CC15,ccl,BW,27.133333333333336,18.36093160827657,15,122.73333333333333,60.556309883171274,15,2.928191200434538,0.8553561668206808,1841,75.86666666666667,44.050079725348105,15
6,Bishan NS17/CC15,ccl,FW,87.60000000000001,45.11224097419996,15,86.53333333333333,26.133904269759476,15,2.00724191063174,0.6362791353185206,1298,206.19999999999996,95.09183531122501,15
6,Bishan NS17/CC15,nsl,BW,26,7.260460434041749,15,73.8,32.500988995941114,15,1.4488708220415534,1.1612824521059528,1107,84.53333333333335,23.049222691159606,15
6,Bishan NS17/CC15,nsl,FW,190.73333333333332,95.29238214693812,15,44.4,15.610436069684734,15,2.4069069069069076,1.0402922002963113,666,402.8,191.21610810807755,15
6,Boon Keng NE9,nel,BW,24.866666666666667,13.14135602193465,15,39.73333333333333,3.5750457872525736,15,1.8929530201342264,1.1262717574985026,596,178.13333333333333,81.11796231121569,15
6,Boon Keng NE9,nel,FW,7.866666666666667,3.4613512362879884,15,22.13333333333333,4.015446366695683,15,1.9870481927710844,1.156087666457216,332,37.46666666666667,15.765544105814454,15
6,Boon Lay EW27,ewl,BW,12.666666666666664,5.1639777949432215,15,122.4,15.674364876629436,15,1.9067538126361654,1.1083965522390558,1836,141.13333333333335,40.450793152504026,15
6,Boon Lay EW27,ewl,FW,79.125,49.77264978546618,16,29.6875,7.171413156879658,16,1.8212631578947376,1.1434783359834269,475,253.25000000000003,139.97880791986574,16
6,Botanic Gardens CC19/DT9,dtl,BW,93.4,55.595220760678444,15,44.599999999999994,32.97574866473845,15,2.338266068759346,0.42896684935313123,669,128.4,69.89665841185013,15
6,Botanic Gardens CC19/DT9,dtl,FW,48.79999999999999,25.394600100921338,15,95.33333333333334,87.6899299208513,15,3.2744055944055948,1.1417894579907277,1430,127.80000000000001,64.21526298318805,15
6,Botanic Gardens CC19/DT9,ccl,BW,111.2,74.11207728838802,15,25.666666666666668,12.726051271010226,15,1.503896103896104,0.3287609149176497,385,165.46666666666667,102.56556555733138,15
